temperature,humidity,pressure,wind_speed,sensor_1,sensor_2,sensor_3,sensor_4
32.27,60,1008,19,50.57,427.31,880.88,-42.01
28.36,86,991,20,6.53,156.9,617.84,49.36
38.65,75,1015,7,2.05,171.11,322.88,-23.36
37.32,63,995,20,64.28,282.96,866.01,26.39
20.9,42,1008,7,85.99,397.42,301.87,-29.79
20.53,85,1011,15,30.48,199.14,315.37,8.55
27.53,70,1024,12,70.43,46.3,335.83,-43.37
36.21,49,1025,22,90.7,10.69,831.66,47.43
39.75,49,1028,10,42.52,43.65,934.71,-33.13
23.01,76,997,10,0.16,140.41,152.0,-35.88
31.88,50,990,10,89.21,494.08,220.42,32.01
27.62,52,1016,10,56.08,182.28,189.28,15.7
39.4,59,1001,14,89.07,388.13,487.61,-2.79
36.84,85,1026,19,83.22,470.92,557.68,29.88
36.77,74,1017,22,5.89,41.12,800.36,-15.85
29.37,66,1003,22,62.32,106.62,128.08,-15.57
28.3,42,992,6,97.72,328.47,426.62,-45.01
25.47,62,1008,20,26.19,426.0,777.63,-42.75
21.13,60,1009,23,56.97,266.92,347.64,36.67
37.29,70,1018,9,40.76,347.27,865.34,40.39
36.26,84,1026,20,60.42,145.37,800.42,-28.51
39.99,60,1023,12,1.53,386.65,809.38,6.58
39.93,83,1001,9,36.99,117.72,421.5,-1.32
31.11,47,1000,20,18.42,310.68,952.31,-7.2
35.38,67,1018,22,9.05,205.04,932.23,-33.16
38.9,61,995,12,44.07,267.75,276.54,-45.78
36.99,65,1002,6,21.17,288.53,891.77,-2.74
24.95,86,1024,10,42.82,132.27,913.17,-1.84
29.01,85,1001,24,75.15,279.14,679.93,39.09
22.58,47,994,12,3.88,366.58,871.48,46.3
39.08,70,1023,17,45.29,202.47,861.62,-22.88
32.12,42,1017,24,75.1,467.56,925.58,-9.99
24.57,57,1001,5,80.9,66.36,700.26,-7.43
33.43,51,1011,15,86.26,297.68,943.69,-17.33
32.36,78,1010,20,46.77,185.16,270.15,-27.31
27.16,70,1007,23,83.1,262.57,784.67,-23.45
22.27,79,1001,7,14.12,482.09,356.29,-19.41
33.43,74,1015,17,45.37,56.21,931.44,13.37
30.41,84,1013,16,45.63,404.87,696.87,39.36
35.45,76,1023,8,26.14,78.84,324.91,-49.05
30.4,87,1000,16,51.55,467.49,845.65,39.33
37.04,59,999,6,42.56,349.46,457.14,47.82
31.04,57,1026,12,54.15,426.36,757.69,1.21
31.22,68,1004,16,77.35,6.9,119.27,27.04
37.53,57,999,9,83.98,380.08,850.0,3.81
28.07,76,999,23,30.24,433.36,647.21,-31.4
22.68,49,1026,9,94.56,319.31,750.68,-27.53
20.58,44,1008,19,25.28,39.08,636.76,2.19
35.1,73,999,18,90.56,43.0,547.81,-18.12
32.41,79,1006,16,51.29,348.74,300.88,28.03
34.08,72,1008,13,99.17,458.25,146.17,-34.29
24.26,58,990,18,80.43,336.23,780.78,-9.83
22.73,89,1018,20,36.67,114.27,967.73,-7.42
20.29,86,1004,8,52.44,188.51,589.57,-42.85
27.01,53,1023,19,39.83,177.51,782.02,-48.81
31.8,65,1006,15,48.98,268.46,535.64,11.69
27.84,45,1024,15,99.19,1.05,367.01,42.71
28.75,78,1015,6,33.59,125.27,273.15,21.88
38.08,61,1005,22,88.0,236.7,434.05,44.02
26.97,43,993,22,47.33,52.34,579.36,22.45
30.28,73,1005,23,95.39,90.06,947.27,7.17
35.67,87,1000,19,60.85,349.03,144.72,43.89
27.93,43,1014,8,7.97,197.74,318.58,3.31
32.44,41,1001,22,35.74,26.02,734.04,25.5
37.25,62,997,7,59.83,112.37,894.34,2.02
38.99,59,1001,8,17.94,232.25,531.5,17.22
22.94,66,1012,14,87.57,16.22,535.45,-17.11
38.53,52,1001,16,8.69,6.24,832.33,-24.06
29.84,74,1017,19,34.2,207.82,285.4,-27.28
25.16,80,1025,18,49.06,100.27,313.26,-42.26
29.18,58,996,18,55.73,348.34,402.2,40.54
39.6,60,999,18,73.41,349.07,829.59,-12.89
29.85,48,1016,6,70.02,461.97,507.77,38.31
26.58,50,1003,7,0.68,370.97,699.81,17.56
32.67,74,998,24,83.98,176.76,940.42,-20.52
24.8,49,1003,22,38.47,347.06,739.97,-35.64
21.52,80,1018,10,90.91,266.1,306.04,-26.03
22.58,45,995,5,10.68,229.48,464.09,14.31
22.56,78,1019,23,79.23,204.27,252.33,32.35
23.04,60,1008,13,0.52,350.91,601.92,40.61
22.78,53,997,19,3.01,245.96,338.37,14.86
32.82,82,990,19,38.4,389.02,191.73,-42.38
23.64,89,994,12,64.04,483.81,743.66,-23.04
26.91,78,991,18,32.67,272.76,442.44,3.49
37.94,78,1024,12,60.01,32.65,622.87,-30.16
29.48,84,996,8,58.58,287.57,865.14,-27.12
33.35,87,996,6,93.17,236.34,963.22,-18.48
23.45,51,1029,7,10.69,180.21,584.81,-42.54
23.85,73,1022,17,19.03,188.48,849.21,46.89
20.82,78,1005,8,59.43,328.78,616.82,-48.74
23.38,49,1017,5,29.67,107.72,221.63,33.39
25.57,49,1027,11,25.28,375.96,240.13,18.01
23.54,77,993,8,16.39,331.15,187.39,36.82
21.77,64,999,8,82.36,186.24,627.19,19.97
22.41,51,1022,23,29.92,321.12,949.48,8.57
29.22,40,990,21,57.36,239.17,222.44,15.93
24.13,65,1025,16,3.47,217.23,695.66,-19.67
27.29,75,1007,14,99.36,483.65,818.48,3.85
30.07,52,1028,20,9.62,388.03,849.74,40.22
33.81,58,1016,15,14.33,136.82,655.6,43.38
20.79,76,1019,13,35.87,223.46,784.23,-35.87
35.99,70,1000,8,61.96,207.6,609.24,-27.58
32.56,68,1013,14,25.42,110.73,182.73,-22.17
21.64,66,1008,20,26.15,483.14,700.05,7.71
37.47,58,990,19,0.14,233.37,464.39,38.52
38.42,51,1013,8,21.61,95.69,985.13,27.12
21.22,63,1008,10,77.35,7.14,514.41,18.36
25.54,78,1021,7,46.5,265.81,322.08,-33.64
36.12,60,1009,23,62.33,345.8,128.37,-24.23
34.97,63,1026,20,54.55,488.58,560.12,-49.95
23.69,61,1016,23,64.01,345.24,656.18,-26.48
24.19,78,1020,19,81.61,112.82,874.63,6.99
27.41,70,990,8,6.16,484.61,841.84,-9.75
29.69,58,997,6,7.21,435.27,887.77,-45.76
32.37,52,994,8,98.87,109.71,128.32,7.95
27.38,87,1013,17,27.35,472.5,137.5,26.67
29.25,73,1027,20,51.16,272.43,902.85,20.56
34.95,89,1011,18,69.03,465.15,371.98,0.67
20.73,81,996,11,41.87,182.04,484.37,-4.49
25.05,73,990,24,7.92,239.65,239.81,47.75
34.27,66,1010,23,7.73,48.64,144.04,-12.04
37.9,73,1027,16,97.55,204.5,388.11,-9.51
30.23,78,1004,10,80.61,37.22,427.55,-16.2
30.64,66,1004,24,93.67,290.62,537.13,-10.79
22.14,72,1024,10,20.47,221.54,345.19,11.17
28.95,43,994,23,98.77,206.67,910.72,-22.84
30.65,67,1021,15,60.94,487.64,618.04,11.1
24.85,46,1016,24,97.86,336.97,390.12,-47.45
25.38,65,1019,5,43.92,270.13,352.79,26.9
27.55,65,996,23,62.39,126.4,771.57,9.71
20.4,89,993,10,91.58,426.05,386.84,-5.34
26.44,60,1001,6,47.42,256.05,846.5,29.45
24.23,56,1001,15,79.64,73.34,604.67,37.9
26.55,71,992,14,52.25,52.2,537.82,2.42
22.4,66,1003,12,38.09,200.02,729.99,33.27
37.81,83,1007,24,0.57,324.83,865.8,-38.86
31.87,41,1018,22,93.97,27.52,479.74,46.31
33.58,83,990,16,0.27,443.82,541.78,1.12
35.78,88,1028,23,67.81,93.43,425.02,0.27
29.97,65,992,17,27.75,431.65,239.29,-17.68
21.74,67,1002,10,92.3,158.24,526.89,48.69
30.74,60,1002,22,82.85,330.81,518.75,9.83
31.74,79,995,22,4.4,149.6,497.26,16.58
34.91,87,1027,12,84.23,77.72,869.06,19.08
28.63,78,1018,8,76.01,378.92,312.25,49.31
22.55,74,1011,8,10.11,208.51,958.3,-16.45
25.68,65,1015,11,79.87,57.03,746.61,11.4
27.26,60,1020,9,56.8,6.44,256.84,41.59
32.92,45,1028,15,45.24,312.64,377.73,28.38
31.42,71,1019,8,16.6,88.85,270.95,-1.07
27.12,41,1026,10,0.13,268.2,248.81,45.19
39.73,51,1012,12,28.54,491.03,551.54,-8.14
32.12,57,1001,16,76.39,224.98,367.33,14.84
24.74,53,1027,5,88.57,400.57,772.61,49.26
22.04,45,992,7,24.28,117.04,944.13,45.26
23.06,41,1027,22,6.97,134.83,574.65,-27.08
24.92,62,1023,17,80.09,292.72,418.04,-48.08
23.21,55,1023,13,11.06,499.57,457.52,-33.79
23.73,57,1011,10,24.1,314.91,296.43,-38.94
25.7,41,1007,11,39.65,383.47,682.7,-11.91
23.47,41,991,22,16.67,486.11,199.68,-45.58
37.94,84,1017,13,80.05,208.5,897.37,-48.96
21.6,84,1006,17,36.48,464.97,567.87,45.69
30.49,62,1012,13,74.86,418.3,339.59,-18.24
28.21,84,1029,15,72.01,227.72,934.11,-49.14
39.65,77,1025,6,72.08,74.62,599.01,-10.7
22.24,87,992,12,97.92,257.75,815.17,-44.72
27.96,41,1027,22,24.21,186.82,630.34,47.28
39.39,49,991,8,76.05,248.89,689.36,-21.68
37.31,55,993,6,94.17,319.25,976.72,-5.01
36.34,82,1025,12,0.57,314.97,929.85,1.58
25.16,89,1027,5,24.44,26.69,577.62,1.62
23.42,83,1029,15,97.06,278.42,104.79,-2.73
33.37,61,1024,13,64.58,60.16,663.39,8.22
38.59,82,1007,16,54.03,256.31,533.29,19.05
31.14,55,1005,23,46.41,337.43,773.61,27.24
31.43,86,1005,21,52.28,308.91,160.43,26.71
25.6,72,1025,17,22.21,7.52,892.38,-10.39
35.39,79,1007,10,79.2,59.35,225.73,-6.76
23.74,63,992,15,27.03,465.96,378.38,-43.56
26.47,64,996,24,82.37,395.31,990.53,-26.31
28.51,80,1013,8,73.27,234.07,708.28,0.97
30.15,50,1018,20,32.89,420.14,396.04,44.78
24.85,78,1020,19,11.62,122.56,499.57,49.78
22.3,51,997,22,27.42,293.95,867.95,-13.81
32.21,78,997,11,38.41,297.08,201.85,37.22
25.77,45,991,11,94.96,96.01,595.07,24.5
31.62,85,1008,12,0.89,139.42,945.93,5.86
23.09,43,998,13,6.08,329.03,507.98,-16.47
29.62,52,1017,6,83.24,142.93,257.47,0.95
30.65,87,993,17,38.6,4.81,630.45,-27.73
21.04,41,992,12,2.61,106.76,878.55,35.79
26.73,50,1000,10,51.74,155.62,907.82,33.78
22.69,66,1002,15,19.51,306.21,411.11,9.93
21.27,72,1027,20,16.68,315.85,387.7,17.45
39.8,85,1008,18,64.85,67.44,134.13,0.89
26.45,86,1000,22,13.52,432.0,580.27,5.36
36.2,80,994,18,78.71,183.81,489.96,7.49
25.09,63,1024,24,87.86,189.44,780.18,32.73
33.63,61,996,19,95.79,338.44,734.45,48.58
35.2,62,998,24,95.44,315.68,389.03,-10.0
31.91,75,1027,24,14.96,483.87,678.35,37.21
29.43,40,1013,15,42.13,491.57,555.48,24.92
28.24,63,991,21,88.34,305.73,824.47,-11.15
26.98,52,1026,9,33.31,358.28,901.78,5.27
38.59,57,993,12,45.63,18.15,126.45,-23.49
36.61,46,1025,13,42.23,183.75,531.08,-15.28
39.3,79,1015,17,69.4,86.79,691.96,-28.9
22.49,43,1016,7,12.8,274.42,223.36,-18.18
34.62,59,1025,17,24.51,437.97,701.15,15.98
38.77,85,995,23,51.34,334.61,324.24,-28.24
23.62,49,1025,22,34.86,101.71,472.3,31.3
21.33,46,995,19,22.25,191.32,215.6,43.61
34.82,78,1015,18,37.69,221.49,688.95,-2.11
31.49,85,1000,5,43.6,15.21,221.92,0.64
36.84,82,1013,20,28.1,329.81,546.13,-12.17
22.8,64,1018,20,95.11,208.16,156.95,7.3
35.91,58,1017,15,61.08,283.07,355.48,-35.39
24.03,83,1003,7,72.21,7.62,789.67,-45.31
23.27,79,1015,23,95.93,13.66,420.01,-45.02
23.29,59,999,13,62.52,102.28,417.29,42.56
36.29,68,994,8,90.3,479.14,797.89,-0.85
33.3,44,996,12,9.81,385.53,637.92,42.94
30.46,69,1017,24,83.67,351.48,639.68,-48.63
27.18,67,1021,15,59.18,139.25,819.15,-25.58
37.54,78,1028,19,69.33,136.83,528.35,-45.58
27.85,88,1017,23,74.28,210.93,665.5,-19.99
36.33,84,1014,11,42.84,492.9,494.48,-34.03
28.78,79,1017,23,32.95,15.51,959.78,6.53
27.54,67,1010,17,19.63,168.65,975.78,36.1
29.25,65,1019,7,63.36,377.58,158.48,-5.34
26.03,40,1024,12,43.14,461.13,537.11,30.05
34.95,50,1027,24,4.2,165.85,674.64,45.55
30.05,40,1011,11,95.35,334.28,634.62,-27.09
24.64,84,1005,10,79.12,241.0,449.09,-7.96
37.99,53,1021,15,39.41,421.22,107.03,-0.38
27.68,60,1015,7,44.9,322.85,588.46,36.59
30.87,40,1025,8,29.97,385.35,178.3,13.18
38.13,53,1027,18,4.38,347.02,863.27,-0.2
32.48,49,1018,23,86.12,30.6,606.61,-42.87
22.34,65,1014,23,75.97,202.57,427.62,42.97
38.8,74,997,16,56.17,107.63,928.93,11.61
32.55,59,1022,5,49.12,243.0,721.31,30.89
26.7,42,1028,22,95.08,420.36,420.53,38.83
22.79,64,1007,11,88.15,409.2,241.13,-44.64
35.88,89,1023,5,36.97,78.58,597.87,44.32
32.4,63,996,17,45.25,64.17,136.17,-33.51
30.67,45,990,13,50.89,344.64,456.37,-16.46
37.88,41,1026,7,25.82,102.05,112.44,-12.55
35.77,69,1020,7,20.29,348.31,870.37,42.6
23.03,43,993,18,25.32,250.83,611.58,44.05
26.23,73,1022,6,56.76,493.49,844.6,-1.43
24.97,59,1021,16,70.83,382.42,105.4,-18.03
34.88,74,991,9,11.95,190.31,532.62,-44.82
20.67,89,1024,11,19.64,143.49,965.34,-28.72
31.4,89,994,24,84.35,450.52,423.39,47.86
35.25,57,1002,16,78.78,276.82,971.48,32.28
37.54,76,1010,12,85.21,491.0,671.37,22.64
26.84,44,1000,6,91.11,195.39,280.46,-27.06
36.43,54,1008,13,45.82,27.16,818.1,5.29
22.21,79,1001,23,7.92,424.01,477.36,-16.79
36.93,73,995,20,53.4,451.36,814.33,10.43
22.55,79,1013,24,1.59,136.89,707.23,3.57
27.95,77,1002,5,21.86,206.94,882.0,2.31
35.95,58,1009,8,76.41,250.75,930.43,17.82
23.0,82,1024,10,22.79,133.25,326.59,21.46
24.59,60,1015,5,15.79,320.07,421.36,8.01
34.45,43,995,13,10.18,474.7,728.36,-34.91
34.4,60,1002,19,83.59,342.23,514.09,16.98
32.82,70,998,21,36.38,298.89,962.75,24.13
33.88,65,1003,21,84.48,283.62,338.23,-14.88
30.85,49,992,24,15.55,152.95,293.96,20.92
25.04,47,1005,21,10.14,353.28,779.97,-12.58
26.91,57,1001,21,82.7,357.12,324.95,21.29
23.63,57,1026,22,80.18,267.38,473.15,48.56
38.17,52,1025,8,19.33,17.44,181.73,-32.23
31.67,41,996,23,80.76,384.96,781.93,41.54
28.02,49,1016,11,58.94,195.83,641.46,-24.13
29.24,88,1008,5,36.26,229.75,549.01,38.77
38.95,88,997,7,81.98,30.46,449.34,38.03
23.07,84,993,5,6.17,473.87,533.33,26.49
31.72,79,1012,11,13.68,470.6,447.87,7.8
30.12,53,1023,12,8.49,189.01,836.11,27.95
32.23,42,1002,15,55.41,65.4,320.59,-49.04
20.36,83,1014,8,92.79,129.12,511.18,-7.26
37.44,40,1015,20,75.01,360.1,971.73,27.17
38.64,54,991,12,94.37,71.11,981.66,-0.92
31.3,84,1029,5,11.85,66.16,686.66,-31.64
33.93,73,1003,5,23.78,412.06,224.08,25.68
38.45,75,1001,19,95.01,308.32,657.9,-34.95
34.14,78,1015,24,2.94,486.72,855.9,-16.72
23.05,49,1017,12,94.04,251.15,193.02,47.18
31.53,52,1027,8,61.86,405.7,533.8,6.0
32.13,70,999,8,46.99,61.05,701.3,-30.07
28.48,64,1001,7,19.89,193.73,278.42,35.72
34.73,60,998,18,57.14,127.5,132.78,22.04
38.69,85,998,15,72.69,157.54,669.65,-29.37
38.51,47,1016,23,92.12,80.14,646.25,-29.63
29.02,47,1011,15,50.15,3.01,726.05,-16.32
22.26,57,1013,19,24.21,426.01,556.51,-28.87
39.7,87,1011,8,28.05,215.63,505.39,17.22
36.78,56,1011,11,96.56,227.26,339.47,-39.95
22.49,78,993,17,24.8,488.68,530.86,-23.21
38.42,49,1020,16,56.14,103.18,811.29,13.23
37.4,51,1001,19,79.23,132.31,648.12,-19.68
30.38,44,1024,13,27.77,63.55,455.04,24.49
31.83,59,990,19,54.68,301.85,423.54,19.02
27.98,81,1013,11,11.98,199.81,393.94,-14.16
21.1,71,1023,22,5.8,65.08,809.41,-19.41
26.7,76,1018,6,3.17,395.74,314.44,23.26
36.06,73,1027,9,24.15,108.57,399.93,43.86
20.09,76,996,21,18.1,161.38,796.87,34.15
26.67,66,1009,15,38.82,59.77,343.04,10.61
27.96,46,1004,13,36.39,93.61,619.72,45.49
30.75,55,993,6,14.05,244.91,808.5,7.01
38.4,54,993,13,25.06,332.55,400.74,16.65
26.93,40,1029,20,55.78,126.05,934.46,-8.98
26.94,57,1018,19,50.38,464.48,591.88,28.96
34.75,58,1008,23,33.71,271.97,558.96,0.54
29.04,64,1017,7,45.58,197.22,286.9,7.13
24.49,40,996,19,80.64,434.27,891.98,27.17
29.05,71,1025,23,70.47,248.03,472.99,31.97
22.82,71,1019,6,61.47,56.98,468.85,-34.05
23.53,80,1005,20,39.3,432.59,389.15,29.55
29.97,81,1024,17,87.62,113.84,600.67,-5.92
28.38,49,1018,24,49.6,278.93,433.63,2.71
38.3,86,1006,17,6.56,208.4,333.15,28.47
27.25,78,1027,21,51.79,83.37,308.79,-19.04
31.61,70,1003,16,58.41,57.68,516.79,4.04
32.65,60,1025,15,5.54,298.16,180.63,-9.44
20.26,40,1018,12,19.42,20.07,653.04,45.96
33.27,78,990,6,26.58,394.97,700.61,7.99
23.56,63,1011,21,40.49,191.89,284.81,-2.74
39.22,72,994,6,82.38,267.53,523.87,26.45
22.97,65,1008,24,48.53,181.82,537.34,5.65
28.29,76,1006,21,64.81,118.86,611.52,30.21
21.71,62,1022,20,27.59,125.97,406.16,12.47
39.94,58,1001,20,17.19,120.6,946.91,37.75
30.04,57,1016,16,35.76,160.4,171.32,4.07
31.91,85,1007,18,17.13,198.44,878.01,13.58
21.34,72,1025,24,35.46,250.53,841.0,25.07
35.0,50,1006,10,79.84,116.08,865.9,-27.28
24.2,50,1024,9,43.27,334.73,781.42,-40.06
37.96,71,1027,11,52.9,460.23,856.65,16.59
24.1,74,1024,20,24.53,450.69,117.55,-43.74
23.81,68,1028,21,34.51,439.97,759.21,-41.72
20.73,42,1023,15,5.95,481.32,618.53,-43.84
29.44,58,1006,8,54.81,349.46,121.38,-33.97
31.3,43,991,24,31.84,277.47,577.59,33.52
21.31,74,1019,21,62.5,292.49,145.35,1.72
35.51,74,1009,15,97.55,51.68,891.82,-1.62
29.07,84,1016,18,94.05,460.35,942.47,-4.07
30.49,50,1028,16,37.16,460.54,489.3,5.92
28.82,58,1023,7,80.55,447.42,144.95,-46.8
28.02,85,1013,15,63.7,166.71,122.24,25.49
31.19,89,1022,21,33.43,145.31,956.47,-2.7
23.1,64,1003,16,29.34,235.89,954.47,-46.35
23.64,59,1011,16,82.45,34.6,859.12,43.71
37.24,60,996,16,5.58,49.53,318.05,13.19
38.92,50,1017,12,88.57,475.35,622.94,-33.9
27.47,55,1003,24,52.52,147.07,484.65,-31.87
25.41,65,999,14,54.46,42.52,118.83,11.15
32.88,49,1007,6,74.05,56.28,414.29,-33.43
28.17,46,1022,24,98.86,453.55,142.31,-48.0
20.51,44,1007,23,47.37,498.76,849.74,-23.21
23.12,40,1011,6,52.12,90.2,248.88,-48.38
34.32,69,1000,6,49.63,242.58,919.7,-5.5
33.18,79,1012,11,67.39,69.86,756.24,1.25
20.54,63,1017,14,41.55,186.79,789.58,-5.5
24.44,84,1021,6,48.01,61.04,956.34,-32.83
24.62,59,990,13,79.55,141.25,433.12,-21.97
33.44,66,1028,11,3.91,46.88,285.58,14.43
20.39,77,1001,7,34.08,325.9,903.06,9.33
22.08,88,1027,21,57.96,91.76,177.85,-27.03
36.0,54,1011,19,84.77,442.19,554.78,40.52
23.57,64,998,24,13.45,391.03,505.14,-26.77
33.05,86,1014,11,89.18,397.26,877.99,28.03
24.76,77,1010,21,52.58,1.43,389.56,-43.77
21.99,46,1025,17,55.91,163.48,913.66,38.97
24.86,72,1024,13,49.63,105.34,892.14,-14.5
34.45,50,996,21,41.09,326.64,911.17,-44.74
37.11,84,1008,5,32.11,63.63,820.96,16.77
36.6,52,994,7,92.09,158.99,324.55,-27.88
27.94,87,1020,15,95.81,422.92,192.21,31.5
33.36,43,1003,11,74.86,263.59,709.69,-40.05
24.1,87,990,13,62.05,327.99,987.25,21.97
25.86,88,1010,18,33.11,278.4,832.66,39.49
37.93,69,1029,15,1.05,258.55,574.58,-5.19
20.26,87,1028,11,54.92,431.19,422.58,19.7
21.71,74,1002,24,0.01,72.1,503.7,-25.45
24.16,60,1029,6,67.75,72.22,927.38,48.32
20.53,42,1025,24,83.99,475.97,429.0,42.7
23.63,45,997,23,56.34,73.34,570.21,-17.1
31.66,78,1014,18,3.95,32.14,865.44,-21.46
28.43,78,1028,12,73.6,391.52,326.08,-8.31
37.85,84,1006,22,91.42,33.71,268.25,-15.47
36.35,42,1007,23,28.95,211.77,649.79,-32.81
26.84,55,1027,10,60.82,176.19,263.27,-8.55
25.19,50,1004,22,65.87,150.96,894.26,13.33
27.59,47,994,8,75.13,28.42,363.35,6.61
31.81,65,1006,16,50.26,107.49,785.54,-47.34
25.36,85,1007,15,80.2,268.79,296.54,-22.97
32.48,49,994,18,91.61,455.96,358.84,38.79
28.19,72,1003,21,12.52,448.21,443.4,40.68
31.04,73,1011,14,11.94,405.65,400.31,-19.31
28.72,68,1008,19,95.29,462.62,212.25,44.8
25.89,58,997,12,15.86,495.64,819.13,8.24
38.97,64,1004,20,29.36,264.33,116.59,-8.2
35.27,61,991,12,53.15,48.47,250.92,42.88
22.8,66,993,13,92.96,380.05,170.2,47.76
37.37,78,1008,10,38.33,143.39,641.08,-24.48
29.75,81,1000,11,37.09,381.25,600.66,19.9
37.89,77,991,5,79.77,241.86,758.93,-42.55
36.0,54,1009,8,31.27,232.51,475.63,33.66
28.5,66,1026,23,77.06,360.09,246.07,16.76
20.45,56,1002,16,79.52,253.48,137.83,20.88
25.37,40,1019,16,80.02,24.8,468.25,-48.75
30.83,46,1027,7,20.19,140.1,648.56,-47.44
32.67,80,1014,17,33.78,443.77,421.85,11.83
25.16,80,1000,24,2.35,154.29,414.57,-45.02
22.79,58,994,24,70.4,117.69,381.58,-2.45
36.7,56,1026,16,96.82,339.64,675.4,-39.53
39.69,46,1010,9,84.36,313.95,867.1,-30.2
30.51,85,1008,20,87.75,383.02,109.2,-44.85
23.43,71,1003,7,95.79,31.48,146.27,-18.41
25.45,78,1003,21,41.47,490.74,612.49,-31.74
20.37,64,1004,9,34.5,217.12,278.2,41.11
38.29,64,1025,19,38.17,480.62,735.66,-13.04
22.36,56,1016,9,63.21,250.55,517.6,-28.05
31.53,50,1013,5,13.57,449.65,400.43,21.97
25.48,59,1020,8,51.11,60.11,238.27,39.47
31.08,75,1024,24,45.93,176.17,596.75,35.12
33.03,77,1016,9,94.18,82.65,364.6,19.45
36.59,45,1006,10,32.77,316.79,906.55,8.18
24.13,80,1008,13,56.64,7.99,426.6,-23.5
20.22,83,1004,5,26.13,337.93,612.54,14.7
22.74,42,1005,23,83.27,348.56,706.27,-25.11
38.0,80,1029,18,87.16,258.73,402.51,-20.85
37.48,84,1003,20,17.71,296.69,442.08,-38.36
31.95,66,1021,10,31.88,146.78,530.03,25.11
32.01,42,996,8,53.96,453.59,579.96,-42.56
33.3,49,990,13,47.98,96.23,246.17,-5.61
23.51,49,1016,13,78.32,309.82,392.09,17.87
38.29,70,1019,20,34.49,244.67,736.2,-2.43
28.38,45,1013,23,15.03,15.76,490.83,20.13
27.66,63,1019,14,51.6,474.88,455.52,12.61
30.38,77,1008,11,47.84,60.46,758.51,26.0
20.94,87,1027,8,13.04,210.8,354.94,9.96
23.33,54,1003,20,99.45,9.17,703.35,-11.31
34.76,54,1001,18,49.01,200.55,980.92,31.6
21.66,42,1014,7,42.8,433.05,234.65,43.24
32.06,73,998,8,76.95,211.61,112.04,10.29
24.91,86,994,8,32.13,365.66,102.73,-9.24
27.79,58,1024,5,5.92,177.74,677.39,-49.1
25.77,69,1026,21,65.43,212.27,421.48,17.67
27.11,73,997,23,30.02,9.08,949.68,-37.32
34.38,60,1018,8,44.98,371.09,966.37,-8.18
25.94,42,990,21,16.3,264.29,121.19,38.04
31.33,72,1027,20,11.71,389.73,197.25,-26.71
29.52,56,998,20,6.52,372.54,320.87,-30.11
33.27,73,1024,21,21.47,38.47,207.85,10.55
38.74,79,999,8,66.99,353.36,157.42,32.42
34.65,87,1007,11,3.7,203.23,356.05,-36.1
24.3,73,1003,23,37.2,232.4,708.46,23.39
20.62,58,1000,17,33.86,374.16,300.92,-47.93
25.25,40,1026,14,52.83,0.87,655.67,-8.35
31.9,46,1007,22,49.46,436.31,958.87,37.75
21.03,61,1008,22,12.76,335.06,521.46,-21.56
29.93,72,1003,7,39.63,273.25,838.88,4.25
31.94,76,1008,24,5.29,396.95,942.95,24.46
26.68,89,1020,21,98.45,27.55,601.82,-13.54
35.42,45,1023,5,81.27,87.13,162.18,-2.75
22.13,42,1023,8,4.65,113.32,465.93,-6.6
21.5,89,1022,17,90.97,35.93,205.12,-11.9
34.56,74,1025,23,52.04,447.79,338.19,-40.72
29.91,55,1019,7,8.28,449.96,848.82,11.65
33.77,86,1010,8,4.59,65.96,486.37,-9.09
28.7,65,1028,19,79.59,280.38,155.12,-30.43
24.93,73,1008,11,45.71,394.72,308.0,37.15
36.38,74,1027,24,26.74,208.5,727.33,-5.02
35.99,76,1021,7,97.06,173.9,448.28,-15.2
33.89,79,1025,22,68.95,162.97,639.47,43.4
25.44,80,1009,8,1.96,131.52,488.98,36.99
31.8,82,1021,22,40.55,111.18,216.05,-5.51
27.22,85,1024,6,24.72,449.53,648.69,24.87
21.83,44,1001,13,16.04,58.88,796.45,48.71
38.35,89,1014,9,60.16,475.88,311.28,-34.24
22.74,57,1018,17,36.11,156.69,934.79,32.91
39.0,88,1014,15,81.5,144.98,424.67,29.73
28.92,80,1022,13,42.69,484.45,819.29,48.47
23.7,63,1029,5,80.39,372.1,257.9,-33.16
30.84,69,1007,5,76.85,248.3,421.19,-19.78
37.46,54,1025,13,39.93,221.68,971.06,-15.25
34.64,57,1017,15,95.34,80.49,954.66,25.94
36.13,55,1019,5,93.35,325.83,524.02,-7.13
33.18,57,998,16,49.8,159.64,430.74,-6.5
33.85,66,1025,18,82.34,311.26,919.04,28.83
36.98,40,992,20,29.13,243.0,101.01,48.12
24.99,50,1029,10,62.53,191.99,235.27,12.6
29.79,78,1028,11,50.54,233.62,786.41,24.69
24.42,49,1013,14,43.47,177.59,298.44,9.87
39.75,48,1005,17,72.44,332.97,155.45,28.34
38.88,78,1022,11,3.02,96.38,405.08,32.42
20.79,56,1029,8,72.64,52.16,672.54,-5.47
34.11,74,991,13,64.25,308.52,486.66,3.86
38.5,74,1014,23,28.51,13.57,976.32,-33.06
23.61,49,1028,6,39.83,109.04,287.91,0.63
31.36,72,992,16,1.8,3.36,678.45,-35.92
38.31,54,993,14,23.22,19.5,830.36,42.44
20.68,48,1025,8,54.58,63.95,470.17,22.25
33.95,48,1020,24,6.93,178.76,187.05,-45.64
25.95,66,1007,8,74.24,440.56,763.12,9.84
